user_id,user_interest_summary,scene,data_type
1534157,"喜欢：偏好品类包括租赁服务（如手机、无人机）、电子产品（iPhone14）、健康医疗、电商培训；关键词涉及免押金、红包、开网店、证件照；品牌如人人租、大疆、苹果、1688；使用场景涵盖在线租赁、电商创业、健康保障和优惠活动。

不喜欢：基于未点击商品，不喜欢实体消费品如服装（短裤）、美容产品（洁面乳）和厨房用品（菜板），这些与点击行为中服务导向、租赁和数字特征相反。",2,complete
543403,"喜欢：用户偏好医疗健康品类（如种牙、医疗险）和购物优惠品类（如券包、黄金红包），关键词包括""医疗""、""黄金""、""打车""、""饿了么""和""苹果""，品牌涉及苏泊尔、雅诗兰黛、滴滴出行、饿了么和1688，使用场景集中于医疗咨询（如种牙公益）、在线购物（如电商优惠）和出行服务（如打车福利）。

不喜欢：用户不喜欢口腔门诊品类（如免手洗拖把）和特定租赁方式（如以租代买），关键词包括""广大""、""以租代买""和""免手洗拖把""，品牌如广大口腔门诊，使用场景涉及口腔医疗咨询（如缺牙重建）和家居清洁产品（如拖把申请），基于未点击商品与点击行为相反的特征推断。",2,complete
41844,"喜欢：偏好品类包括租车服务、医疗健康保险、黄金饰品、运动鞋和零食；关键词涉及租车、医疗险、黄金、积分和美妆；品牌如哈啰租车、周生生、中国黄金、银泰百货和海蓝之谜；使用场景主要为出行租车、健康保障、购物消费（如黄金和美妆产品）和公益捐赠（基于交易和服务实体中的公益基金会、慈善协会等）。

不喜欢：基于未点击商品中与点击行为相反的特征，不喜欢特定租车品牌（如光速超跑）、凉鞋和养生课程；关键词如冰丝、凉鞋和八段锦；品牌如光速超跑；使用场景包括家居凉鞋和养生训练（与点击的出行、健康保障场景相反）。",2,complete
1127419,"喜欢：用户偏好电商购物品类，特别是批发源头商品（如商品橱窗和源头货），关键词包括消费券、红包和理财（基于搜索词），品牌如1688，使用场景为线上采购和日常消费（如外卖和公交支付相关服务）。

不喜欢：用户不喜欢儿童教育品类，如阅读体验课和文具（如写字本和铅笔），品牌如叫叫，使用场景为教育学习（与点击的电商行为相反）。",2,complete
896854,"喜欢：用户偏好纸巾品类（如抽纸和湿厕纸，品牌植护为主）、现金红包和租赁服务（关键词包括免押租机、零押金，品牌涉及滴滴、淘宝、1688），使用场景集中于日常生活购物（如家庭用品采购）和金融理财（如余额宝、旧衣现金回收），同时关注酒类（国酱1935）、黄金饰品（周生生）及游戏娱乐（永恒世纪）。
不喜欢：基于未点击商品，用户对个人护理装备（如志高剃须刀、电动剃须刀）和安全防护产品（如有品电动车头盔）不感兴趣。",2,complete
787514,"喜欢：用户偏好个人护理品类如牙膏和香水，关键词包括美白、修复、淡香和低价，品牌涉及YAYASHI、coco、香奈儿和1688，使用场景主要为在线电商购物（如1688平台）和日常美容护理，体现对源头货和低价好物的兴趣。

不喜欢：用户不喜欢男士配饰品类如真皮皮带、家居清洁设备如超声波清洗机，以及高端寝具品牌如希尔顿乳胶枕，这些特征与点击行为中偏好的个人护理和电商购物相反。",2,complete
370198,"喜欢：用户偏好睡衣品类，特别是真丝材质和高品质产品，品牌如Camanda和惠选，使用场景包括夏季舒适家居，关键词如""舒适""和""商品橱窗""从点击行为中体现。

不喜欢：用户不喜欢书包品类，尤其是学生书包和护脊书包，品牌如赛尔娜，使用场景涉及学生相关功能，基于未点击商品的反向特征推断。",2,complete
806766,"喜欢：用户偏好租赁服务（如免押租手机和电子产品，涉及品类如手机租赁平台、租机优选）、优惠券（如公交乘车优惠券）、品牌购物（如雅诗兰黛、别克、雪佛兰），使用场景包括免押租赁（信用免押租iPhone）、交通优惠（公交券）和在线购物（饿了么）；关键词涵盖信用免押、公交、iPhone、别克、雪佛兰等。

不喜欢：用户不喜欢鞋类产品（如洞洞鞋和防滑凉鞋）、租车服务（如光速超跑租车礼券）、打车服务（如滴滴打车福利），以及特定手机型号（如iPhone13 Pro免押租赁）。",2,complete
290963,"喜欢：用户偏好手游品类（如光与魔法、永恒世纪、热血江湖）、电子产品（苹果手机）和电商平台（1688），关键词包括下载、红包、游戏和苹果，品牌涉及苹果、1688、恺英和九游，使用场景为下载游戏应用、领取现金红包、在线购物和租赁服务（如手机租赁）。  
不喜欢：用户不喜欢家居用品品类（如菜刀、乳胶枕），关键词如锋利、天然，品牌如雷兔、希尔顿，使用场景为厨房刀具或卧室寝具。",2,complete
460084,"喜欢：用户偏好金融优惠品类（如消费券、现金红包）、医疗健康品类（如看牙消费券、百万医疗），关键词包括现金、红包、消费券、医疗，品牌如滴滴出行、银泰百货、好医保、百威，使用场景涉及抢券活动、金融服务（赚现金、充值）和日常消费（打车、购物）。  
不喜欢：用户不喜欢美妆优惠券和特定医疗产品（如长期医疗），基于未点击行为与点击相反的特征，表现为对美妆品类和长期医疗形式的回避。",2,complete
1598213,"喜欢：用户偏好医疗健康保险品类（如好医保百万医疗险），关键词包括医疗险、打车优惠和现金红包，品牌涉及好医保、滴滴出行和资生堂，使用场景集中于在线保障购买、日常通勤和省钱活动（如通过蚂蚁保或滴滴出行获取优惠）。

不喜欢：用户对火车票和长途旅行服务（如飞猪旅行）不感兴趣，基于未点击行为与点击的日常出行（打车）形成对比。",2,complete
860091,"喜欢：用户偏好医疗健康品类（如好医保保险）和通信流量服务（如中国联通流量卡），关键词包括医疗、流量、联通，品牌涉及中国联通、蚂蚁保，使用场景为健康保障和移动上网需求。

不喜欢：用户对房地产租赁服务（如天猫好房租房）不感兴趣，基于未点击行为与点击的医疗和流量特征相反。",2,complete
523005,"喜欢：用户偏好浏览商品橱窗，偏好品类包括电子产品租赁（如手机、平板电脑、单反相机）、二手回收和维修服务；关键词如免押金租赁、公益、维修；品牌涉及Apple、华为、小米；使用场景为在线探索商品、支付宝支付工具（如花呗、余额宝）、公益项目（如蚂蚁庄园种树、公益捐步）和运动相关活动（如支付宝运动）。

不喜欢：用户不喜欢电动车头盔等安全装备，避免具体实用产品如防摔安全帽，与浏览行为相反的特征包括电动车配件和防护品类。",2,complete
418194,"喜欢：用户偏好交通出行（如打车、公交）和医疗健康（如医保、医疗险）品类，关键词包括打车、折扣、医疗险、医保和消费券，品牌如滴滴出行、蚂蚁保和Apple，使用场景涉及日常通勤、健康保障和在线支付服务，基于点击商品和服务使用数据。

不喜欢：用户不喜欢时尚配饰类产品，如眼镜，基于未点击商品与点击行为（实用服务导向）相反的特征。",2,complete
1529563,"喜欢：该用户偏好健康保险品类（如好医保、百万医疗）、益生菌饮品（如乳酸菌、味动力品牌）、电子产品（如iPhone14系列、苹果品牌）以及珠宝（如周生生兔黄金），关键词包括医疗、乳酸菌、iPhone和黄金，使用场景涉及健康管理、日常营养补充、科技消费和珠宝收藏。

不喜欢：基于未点击商品，用户对红包类优惠（如新人红包）、家居用品（如冰丝席、闻芳阁品牌）和鞋类产品（如休闲运动鞋、吱积分品牌）不感兴趣，这些特征与点击的健康和科技偏好相反。",2,complete
1044367,"喜欢：用户偏好金融产品（如现金红包、购物金、理财服务）、个人护理（如剃须刀品牌格卡诺和雷兔）、交通优惠（如打车券、火车票）及美妆（如雅诗兰黛），关键词包括红包、消费券、理财、公交，使用场景聚焦日常出行（如公交扫码支付）、在线支付（如支付宝）和健康管理（如医疗险）；同时，从交易和服务行为看，用户常消费水果、坚果等食品，并参与果园、公益等数字互动。

不喜欢：用户不喜欢家居清洁用品（如免手洗拖把）、健康课程（如养生课）、防护装备（如电动车头盔）、鞋类（如运动鞋）及床上用品（如乳胶枕），关键词如老花镜、养生课、头盔，品牌如欧珀拉、希尔顿，使用场景涉及家居维护（如拖地）或非数字健康产品（如老花镜），与点击行为中避免的家居和特定健康品类一致。",2,complete
